Order Number,Order Date and Time,Order_City,Restaurant Type,Total Bill (in Saudi Riyals),Delivery Duration (in minutes),Customer Rating (from 1 to 5 stars)
5309,2/22/2023 6:04,Medina,Indian Cuisine,208.41,15,4
5310,2/2/2024 1:00,Buraidah,Coffee,384.39,8,1
5311,1/7/2025 9:00,Jeddah,Italian Cuisine,339.48,5,3
5312,2/21/2022 21:06,Khobar,Barbecue,509.03,6,4
5313,8/20/2023 2:51,Abha,Pizzeria,532.06,16,2
5314,8/30/2023 9:34,Hail,Barbecue,391.10,9,2
5315,9/12/2023 9:30,Dammam,Sushi,75.28,17,1
5316,9/22/2022 7:09,Buraidah,Fast Food,644.47,19,3
5317,11/29/2022 19:41,Buraidah,Indian Cuisine,696.52,15,2
5318,3/27/2022 23:30,Medina,Fast Food,177.41,13,2
5319,12/28/2023 11:01,Jeddah,Fast Food,617.54,14,2
5320,2/18/2024 8:03,Mecca,Indian Cuisine,526.13,8,2
5321,12/17/2024 1:49,Buraidah,Fast Food,174.36,19,4
5322,3/15/2022 9:05,Riyadh,Fast Food,627.64,16,2
5323,9/20/2023 23:20,Jeddah,Italian Cuisine,492.74,16,3
5324,8/3/2024 3:14,Tabuk,Italian Cuisine,768.13,6,5
5325,6/18/2024 23:59,Mecca,Sushi,408.22,10,4
5326,1/21/2024 15:40,Buraidah,Sweets,94.57,14,2
5327,10/21/2022 9:26,Riyadh,Pizzeria,588.36,16,3
5328,1/24/2025 23:04,Jeddah,Barbecue,615.33,6,3
5329,4/22/2023 10:09,Hail,Vegetarian/Vegan,516.42,6,2
5330,6/16/2024 14:03,Buraidah,Seafood,569.92,17,3
5331,12/24/2022 3:22,Tabuk,Vegetarian/Vegan,209.02,12,4
5332,6/10/2024 13:39,Dammam,Seafood,346.56,9,4
5333,5/16/2022 10:36,Tabuk,Burger,49.71,12,2
5334,7/30/2024 21:54,Mecca,Coffee,183.15,6,2
5335,12/26/2023 18:17,Dammam,Barbecue,346.44,11,5
5336,2/7/2023 19:41,Tabuk,Seafood,448.22,6,1
5337,10/14/2023 1:42,Medina,Coffee,222.17,14,5
5338,3/4/2022 9:09,Dammam,Indian Cuisine,608.34,18,5
5339,7/24/2024 19:42,Medina,Vegetarian/Vegan,270.38,12,4
5340,12/6/2024 7:08,Hail,Pizzeria,152.52,17,3
5341,3/22/2022 19:49,Dammam,Barbecue,475.64,12,5
5342,3/23/2023 11:29,Tabuk,Vegetarian/Vegan,738.65,10,4
5343,5/26/2023 1:49,Tabuk,Bakeries,139.98,20,5
5344,7/19/2023 19:27,Abha,Burger,519.29,7,2
5345,4/4/2024 21:34,Mecca,Sushi,253.24,14,2
5346,12/22/2022 20:51,Khobar,Sweets,413.67,17,5
5347,5/7/2023 20:03,Mecca,Pizzeria,277.77,14,4
5348,7/20/2024 16:37,Tabuk,Bakeries,519.05,12,2
5349,10/8/2023 9:52,Riyadh,Pizzeria,55.21,14,1
5350,11/25/2023 3:32,Hail,Pizzeria,746.85,10,1
5351,9/10/2023 12:43,Riyadh,Bakeries,755.04,7,3
5352,1/6/2024 2:10,Medina,Fast Food,580.91,8,5
5353,10/30/2023 11:57,Medina,Pizzeria,295.17,8,2
5354,11/3/2022 14:37,Khobar,Bakeries,345.79,18,3
5355,8/4/2024 9:33,Jeddah,Coffee,497.54,7,1
5356,7/13/2023 0:43,Tabuk,Indian Cuisine,70.35,15,2
5357,12/2/2022 21:21,Mecca,Coffee,293.87,12,2
5358,4/1/2023 14:57,Jeddah,Seafood,525.83,17,3
5359,1/4/2023 8:03,Jeddah,Vegetarian/Vegan,36.04,18,2
5360,8/16/2024 7:02,Dammam,Pizzeria,426.71,12,4
5361,10/14/2023 1:09,Riyadh,Bakeries,632.01,13,1
5362,2/9/2022 4:16,Mecca,Burger,99.02,9,5
5363,6/9/2022 8:35,Jeddah,Coffee,596.40,19,4
5364,10/24/2022 17:36,Khobar,Barbecue,43.81,8,2
5365,5/12/2024 20:21,Mecca,Bakeries,458.84,9,4
5366,5/1/2024 14:54,Riyadh,Coffee,730.13,14,2
5367,4/24/2023 5:07,Dammam,Burger,457.32,6,3
5368,5/27/2024 16:23,Tabuk,Coffee,100.45,10,4
5369,10/7/2024 17:39,Hail,Sushi,630.90,9,5
5370,1/19/2022 15:13,Tabuk,Sushi,249.25,5,4
5371,9/27/2022 21:08,Mecca,Sushi,783.93,7,5
5372,6/22/2023 12:05,Abha,Coffee,152.46,5,1
5373,11/4/2022 20:41,Mecca,Sushi,632.91,9,4
5374,4/10/2023 1:33,Mecca,Sushi,651.23,8,2
5375,5/27/2022 18:42,Jeddah,Italian Cuisine,639.61,14,2
5376,1/15/2024 18:43,Riyadh,Barbecue,692.70,5,3
5377,1/16/2024 15:08,Medina,Burger,517.41,12,4
5378,3/20/2023 4:31,Abha,Vegetarian/Vegan,794.40,13,2
5379,11/13/2024 14:48,Khobar,Sweets,65.83,18,3
5380,1/22/2025 21:23,Medina,Coffee,360.33,19,2
5381,12/5/2024 20:36,Khobar,Sweets,317.99,6,4
5382,8/22/2023 10:11,Dammam,Seafood,614.65,15,4
5383,12/26/2024 3:58,Mecca,Seafood,520.78,8,2
5384,9/9/2022 4:58,Abha,Barbecue,45.96,5,5
5385,8/19/2023 21:45,Jeddah,Sushi,221.98,11,4
5386,9/26/2023 9:24,Buraidah,Pizzeria,418.52,8,1
5387,4/23/2023 15:30,Buraidah,Burger,299.15,14,4
5388,1/21/2025 17:39,Riyadh,Bakeries,71.78,19,4
5389,10/3/2024 0:10,Abha,Coffee,573.39,5,2
5390,8/12/2024 16:50,Khobar,Barbecue,490.30,7,4
5391,9/4/2024 5:30,Tabuk,Coffee,612.72,19,1
5392,12/11/2023 19:48,Khobar,Seafood,699.08,12,5
5393,8/6/2023 21:26,Medina,Vegetarian/Vegan,166.98,4,3
5394,4/2/2024 16:24,Tabuk,Sushi,135.80,14,5
5395,1/16/2024 19:10,Dammam,Vegetarian/Vegan,160.48,19,4
5396,5/12/2022 8:54,Mecca,Sweets,759.52,6,2
5397,10/27/2022 13:00,Buraidah,Barbecue,233.66,15,1
5398,6/8/2023 19:33,Mecca,Indian Cuisine,58.38,7,4
5399,12/29/2024 21:02,Medina,Sweets,305.25,14,1
5400,5/14/2023 20:07,Abha,Burger,401.79,16,2
5401,4/1/2022 23:29,Mecca,Italian Cuisine,351.70,7,1
5402,2/14/2023 14:38,Riyadh,Indian Cuisine,720.84,14,3
5403,7/26/2024 19:11,Abha,Burger,769.00,15,3
5404,1/4/2025 13:06,Dammam,Sweets,414.30,7,3
5405,5/30/2023 19:12,Dammam,Burger,664.53,15,4
5406,5/11/2023 0:06,Riyadh,Vegetarian/Vegan,217.13,10,3
5407,6/19/2022 18:03,Mecca,Sushi,403.54,15,2
5408,10/29/2023 17:21,Hail,Coffee,45.82,6,2
5409,6/1/2023 21:36,Tabuk,Indian Cuisine,665.56,6,4
5410,1/14/2022 5:57,Abha,Fast Food,470.96,7,3
5411,1/5/2025 13:21,Tabuk,Vegetarian/Vegan,394.05,12,1
5412,8/3/2024 0:05,Hail,Fast Food,796.75,12,2
5413,4/7/2022 3:39,Jeddah,Pizzeria,427.54,14,2
5414,6/26/2023 20:09,Abha,Sushi,65.59,18,4
5415,3/1/2024 6:08,Buraidah,Sweets,688.95,11,3
5416,3/7/2024 3:25,Khobar,Sweets,144.91,5,3
5417,6/23/2024 12:59,Hail,Bakeries,779.07,12,1
5418,1/17/2024 8:21,Jeddah,Fast Food,656.04,19,4
5419,5/2/2023 10:49,Mecca,Italian Cuisine,260.86,16,3
5420,10/7/2024 3:24,Tabuk,Sweets,532.21,7,2
5421,5/24/2023 7:29,Khobar,Coffee,468.15,13,4
5422,2/28/2023 23:56,Jeddah,Seafood,618.17,5,2
5423,3/11/2024 22:33,Medina,Barbecue,628.85,11,4
5424,4/16/2022 21:58,Riyadh,Vegetarian/Vegan,647.29,12,4
5425,10/15/2022 3:12,Dammam,Burger,459.58,13,4
5426,9/14/2023 5:12,Tabuk,Barbecue,747.35,10,1
5427,8/29/2023 1:56,Buraidah,Indian Cuisine,614.74,17,1
5428,2/6/2024 21:01,Mecca,Sweets,295.36,5,2
5429,11/12/2023 22:42,Jeddah,Vegetarian/Vegan,693.28,16,3
5430,12/26/2022 8:46,Khobar,Indian Cuisine,488.32,12,3
5431,7/29/2024 1:16,Jeddah,Italian Cuisine,747.44,15,5
5432,10/31/2022 10:26,Hail,Burger,507.79,11,3
5433,10/19/2022 13:10,Riyadh,Burger,771.25,11,4
5434,2/2/2024 14:08,Mecca,Seafood,71.18,10,5
5435,12/21/2022 22:55,Mecca,Bakeries,635.77,7,4
5436,9/26/2023 7:39,Dammam,Seafood,773.11,17,4
5437,4/7/2023 5:34,Jeddah,Sushi,191.93,15,5
5438,5/13/2023 5:51,Buraidah,Italian Cuisine,237.49,5,1
5439,1/30/2023 20:58,Hail,Sushi,204.78,16,2
5440,10/30/2022 1:21,Jeddah,Pizzeria,596.40,17,5
5441,2/18/2024 6:23,Abha,Bakeries,509.38,11,2
5442,1/28/2025 1:02,Mecca,Indian Cuisine,114.25,12,3
5443,5/10/2022 20:07,Abha,Burger,665.81,15,2
5444,10/16/2022 21:05,Hail,Seafood,607.63,10,4
5445,6/22/2022 10:26,Jeddah,Barbecue,694.85,9,3
5446,11/30/2023 20:09,Tabuk,Sushi,531.77,16,4
5447,11/12/2022 2:33,Dammam,Barbecue,791.41,16,4
5448,1/23/2022 19:48,Khobar,Barbecue,347.33,5,4
5449,5/24/2024 13:10,Dammam,Vegetarian/Vegan,464.51,13,4
5450,5/30/2024 23:03,Tabuk,Seafood,288.65,14,1
5451,4/10/2023 6:10,Riyadh,Burger,521.17,16,4
5452,10/7/2024 6:58,Abha,Barbecue,218.18,14,2
5453,1/8/2022 20:20,Tabuk,Bakeries,120.07,10,3
5454,4/24/2022 18:32,Riyadh,Vegetarian/Vegan,663.33,18,5
5455,5/19/2023 23:50,Tabuk,Pizzeria,617.34,19,2
5456,8/12/2024 3:39,Tabuk,Indian Cuisine,531.33,6,4
5457,11/17/2024 13:55,Tabuk,Sushi,780.97,12,1
5458,2/13/2022 16:26,Abha,Burger,560.18,5,2
5459,5/9/2023 18:27,Tabuk,Sushi,395.58,11,3
5460,12/3/2022 22:42,Jeddah,Fast Food,719.95,5,3
5461,1/24/2023 15:36,Khobar,Barbecue,345.25,15,3
5462,12/1/2023 2:40,Dammam,Vegetarian/Vegan,793.33,12,1
5463,4/2/2023 12:20,Buraidah,Pizzeria,58.83,8,2
5464,10/9/2024 12:21,Buraidah,Pizzeria,522.42,15,4
5465,2/26/2023 3:05,Khobar,Fast Food,158.55,14,2
5466,2/23/2024 2:06,Jeddah,Vegetarian/Vegan,426.83,8,5
5467,10/17/2022 7:03,Hail,Sweets,486.20,5,3
5468,5/28/2024 2:17,Riyadh,Indian Cuisine,254.69,8,1
5469,5/5/2022 12:10,Hail,Bakeries,527.25,7,2
5470,9/30/2023 22:43,Hail,Barbecue,98.76,17,2
5471,8/17/2024 1:49,Dammam,Fast Food,117.12,4,3
5472,7/27/2022 10:23,Hail,Coffee,253.78,16,4
5473,8/25/2024 0:55,Abha,Sushi,596.02,17,5
5474,6/5/2023 14:20,Buraidah,Sushi,153.06,10,5
5475,6/26/2023 15:05,Hail,Fast Food,360.68,8,2
5476,6/15/2024 0:44,Riyadh,Italian Cuisine,509.78,5,5
5477,11/19/2022 21:19,Khobar,Coffee,253.80,16,3
5478,1/12/2024 16:35,Abha,Seafood,739.72,15,1
5479,2/8/2023 9:58,Jeddah,Pizzeria,517.76,10,2
5480,11/25/2024 12:37,Khobar,Indian Cuisine,396.62,8,2
5481,12/29/2023 7:27,Jeddah,Sushi,782.04,8,1
5482,12/3/2022 20:38,Hail,Bakeries,119.20,13,1
5483,6/26/2023 4:12,Mecca,Sweets,187.39,10,2
5484,4/22/2022 14:51,Hail,Burger,743.02,15,2
5485,4/7/2024 5:36,Hail,Sushi,72.87,17,3
5486,10/25/2024 14:12,Tabuk,Sweets,445.61,9,3
5487,4/9/2024 11:58,Buraidah,Sushi,130.49,7,2
5488,10/20/2023 12:56,Mecca,Pizzeria,688.00,14,2
5489,5/12/2023 4:57,Mecca,Burger,768.85,14,4
5490,8/11/2023 9:57,Tabuk,Italian Cuisine,655.01,9,3
5491,2/9/2023 8:13,Jeddah,Sushi,418.44,14,2
5492,12/15/2024 3:31,Riyadh,Seafood,309.51,13,5
5493,4/29/2024 0:22,Medina,Bakeries,640.16,8,4
5494,8/30/2023 4:31,Abha,Italian Cuisine,555.66,4,2
5495,12/19/2024 23:53,Dammam,Vegetarian/Vegan,592.32,9,1
5496,5/26/2024 0:55,Abha,Sushi,53.98,9,3
5497,8/8/2024 14:59,Mecca,Seafood,434.61,15,3
5498,10/31/2022 19:15,Mecca,Pizzeria,781.52,12,2
5499,6/13/2023 11:23,Abha,Sushi,658.69,9,3
5500,2/16/2024 19:03,Medina,Pizzeria,134.68,10,4
5501,4/3/2024 12:53,Dammam,Pizzeria,409.02,20,3
5502,11/24/2023 5:19,Jeddah,Indian Cuisine,492.22,17,4
5503,2/27/2022 1:41,Tabuk,Seafood,697.46,10,4
5504,4/20/2023 0:43,Abha,Italian Cuisine,57.89,16,2
5505,12/22/2024 8:55,Khobar,Bakeries,498.29,11,1
5506,8/25/2024 17:49,Buraidah,Barbecue,503.18,20,5
5507,7/25/2022 8:21,Jeddah,Italian Cuisine,172.31,19,4
5508,10/7/2023 23:05,Mecca,Italian Cuisine,486.21,7,2
5509,2/27/2024 1:25,Khobar,Sweets,79.46,16,2
5510,2/20/2024 14:09,Jeddah,Italian Cuisine,554.37,8,1
5511,3/2/2022 9:38,Khobar,Italian Cuisine,487.46,8,4
5512,3/19/2023 18:48,Tabuk,Italian Cuisine,60.03,14,2
5513,1/25/2025 19:54,Mecca,Bakeries,42.22,6,1
5514,12/19/2023 12:25,Hail,Burger,641.72,19,3
5515,1/25/2024 19:05,Buraidah,Pizzeria,770.11,16,3
5516,3/8/2022 11:45,Medina,Barbecue,181.68,9,2
5517,4/23/2022 16:29,Medina,Seafood,153.37,13,4
5518,10/27/2024 13:58,Hail,Bakeries,288.01,16,1
5519,1/20/2024 18:55,Hail,Seafood,269.37,18,1
5520,3/27/2024 2:50,Buraidah,Indian Cuisine,483.63,4,3
5521,9/28/2024 1:18,Tabuk,Coffee,44.06,7,4
5522,10/13/2022 5:48,Mecca,Bakeries,365.53,15,5
5523,10/27/2022 2:44,Riyadh,Coffee,674.86,9,3
5524,6/13/2023 2:59,Tabuk,Coffee,541.38,10,2
5525,11/9/2024 23:26,Hail,Indian Cuisine,129.64,6,2
5526,7/16/2022 20:54,Dammam,Fast Food,152.13,4,4
5527,7/9/2023 0:29,Buraidah,Sweets,137.47,15,4
5528,4/23/2022 13:11,Khobar,Barbecue,229.49,8,1
5529,6/23/2022 9:57,Riyadh,Coffee,272.84,18,3
5530,10/2/2022 16:02,Riyadh,Fast Food,279.72,15,2
5531,10/24/2024 17:13,Abha,Bakeries,67.05,16,2
5532,10/28/2024 3:43,Buraidah,Seafood,612.24,15,2
5533,2/12/2024 6:32,Hail,Burger,599.21,13,3
5534,9/16/2022 7:05,Abha,Italian Cuisine,417.88,6,3
5535,8/31/2022 15:01,Buraidah,Bakeries,424.69,16,1
5536,6/4/2022 11:05,Mecca,Seafood,327.24,11,5
5537,6/7/2024 11:40,Riyadh,Pizzeria,298.13,18,4
5538,10/9/2022 4:55,Medina,Pizzeria,82.56,10,4
5539,2/3/2023 18:07,Medina,Seafood,315.31,11,4
5540,9/30/2023 0:40,Dammam,Vegetarian/Vegan,339.82,14,2
5541,7/4/2022 22:09,Buraidah,Vegetarian/Vegan,648.56,19,5
5542,12/3/2023 5:58,Medina,Pizzeria,639.75,14,4
5543,3/30/2022 6:18,Hail,Seafood,743.83,12,4
5544,2/9/2022 17:25,Hail,Indian Cuisine,364.04,15,2
5545,7/15/2023 10:09,Medina,Pizzeria,451.33,8,1
5546,7/21/2024 18:22,Riyadh,Vegetarian/Vegan,52.26,15,2
5547,5/19/2023 14:08,Jeddah,Italian Cuisine,263.89,9,4
5548,5/20/2024 16:25,Medina,Burger,142.06,15,4
5549,12/27/2022 15:21,Riyadh,Italian Cuisine,621.57,17,3
5550,6/24/2022 10:57,Abha,Barbecue,101.17,16,1
5551,9/30/2024 2:26,Medina,Pizzeria,493.02,11,4
5552,12/24/2024 19:31,Dammam,Bakeries,500.41,18,2
5553,3/6/2024 8:57,Buraidah,Barbecue,567.86,6,1
5554,7/8/2023 21:10,Medina,Vegetarian/Vegan,728.51,13,2
5555,10/3/2022 10:09,Mecca,Indian Cuisine,524.79,14,3
5556,5/14/2024 19:58,Buraidah,Seafood,110.83,20,3
5557,4/4/2023 22:22,Riyadh,Barbecue,480.90,14,3
5558,12/28/2022 18:08,Tabuk,Fast Food,666.30,9,4
5559,1/5/2022 14:48,Medina,Fast Food,794.10,19,2
5560,11/12/2024 4:09,Tabuk,Italian Cuisine,699.67,12,2
5561,2/23/2023 17:50,Jeddah,Indian Cuisine,797.15,10,1
5562,10/31/2024 2:01,Riyadh,Bakeries,109.73,17,3
5563,8/11/2022 8:03,Mecca,Bakeries,492.70,10,2
5564,6/14/2023 7:05,Medina,Burger,473.47,15,3
5565,10/17/2024 1:49,Dammam,Seafood,253.45,5,3
5566,10/10/2023 6:34,Khobar,Seafood,85.54,17,5
5567,7/31/2023 22:41,Buraidah,Sushi,792.25,11,3
5568,9/25/2024 20:32,Abha,Barbecue,531.16,16,3
5569,1/12/2022 20:10,Hail,Barbecue,458.86,13,5
5570,5/7/2024 15:48,Khobar,Fast Food,663.95,18,1
5571,5/27/2022 16:26,Mecca,Vegetarian/Vegan,75.06,17,3
5572,10/28/2023 6:29,Dammam,Pizzeria,136.14,18,2
5573,1/14/2023 12:08,Hail,Barbecue,316.43,8,4
5574,7/13/2022 7:11,Medina,Fast Food,549.27,18,2
5575,10/20/2023 4:01,Dammam,Fast Food,773.79,13,1
5576,4/30/2024 6:22,Riyadh,Sweets,358.64,12,1
5577,10/5/2022 17:25,Khobar,Sweets,156.47,19,2
5578,10/23/2023 16:20,Tabuk,Fast Food,737.92,17,4
5579,4/3/2022 0:29,Hail,Sweets,443.68,13,1
5580,1/18/2024 3:08,Jeddah,Vegetarian/Vegan,338.45,20,2
5581,5/10/2023 14:51,Buraidah,Pizzeria,544.16,14,3
5582,5/16/2022 15:00,Medina,Bakeries,170.44,20,2
5583,2/27/2022 13:40,Jeddah,Bakeries,424.39,18,5
5584,11/21/2022 23:22,Abha,Pizzeria,449.07,8,2
5585,4/13/2022 18:31,Riyadh,Burger,774.93,10,1
5586,7/2/2022 19:12,Mecca,Sweets,575.57,5,3
5587,12/15/2024 22:10,Tabuk,Fast Food,623.21,15,5
5588,7/30/2023 12:24,Dammam,Indian Cuisine,117.09,16,2
5589,2/14/2023 2:19,Tabuk,Italian Cuisine,221.58,17,4
5590,10/8/2024 19:17,Hail,Sweets,363.66,11,4
5591,8/22/2024 19:54,Hail,Coffee,45.88,11,3
5592,11/14/2022 11:07,Hail,Indian Cuisine,525.56,11,1
5593,2/20/2022 5:01,Riyadh,Bakeries,470.05,18,2
5594,2/22/2024 23:32,Khobar,Fast Food,203.92,15,4
5595,3/13/2024 3:16,Mecca,Sushi,291.79,16,2
5596,1/31/2023 20:37,Buraidah,Indian Cuisine,41.49,7,4
5597,12/17/2024 20:53,Riyadh,Barbecue,622.80,4,4
5598,3/25/2023 12:25,Medina,Pizzeria,105.27,14,3
5599,9/2/2023 6:11,Dammam,Coffee,796.19,11,4
5600,2/2/2022 10:40,Medina,Vegetarian/Vegan,720.67,13,3
5601,12/10/2022 5:56,Dammam,Seafood,82.94,17,2
5602,9/3/2022 3:51,Dammam,Barbecue,350.98,18,4
5603,7/13/2024 22:45,Khobar,Indian Cuisine,722.59,9,5
5604,4/29/2022 7:21,Khobar,Barbecue,123.81,9,5
5605,2/14/2024 2:55,Khobar,Sweets,39.78,7,4
5606,10/13/2023 2:04,Khobar,Sushi,731.25,16,5
5607,4/16/2024 6:02,Jeddah,Bakeries,607.18,5,3
5608,5/20/2023 19:22,Mecca,Barbecue,230.03,20,2
5609,4/5/2024 15:11,Tabuk,Burger,296.95,6,5
5610,9/10/2024 19:29,Abha,Italian Cuisine,517.93,11,5
5611,3/12/2023 8:58,Abha,Sweets,459.67,5,4
5612,11/26/2023 6:30,Hail,Sweets,421.04,11,1
5613,8/17/2023 0:27,Hail,Indian Cuisine,150.89,11,4
5614,1/6/2025 16:59,Medina,Fast Food,203.74,18,1
5615,9/19/2024 19:34,Abha,Pizzeria,492.76,9,3
5616,4/30/2024 7:37,Medina,Barbecue,619.35,18,3
5617,9/17/2024 8:39,Hail,Italian Cuisine,484.04,10,1
5618,7/2/2022 21:05,Buraidah,Sushi,505.27,5,4
5619,9/19/2022 13:56,Dammam,Sushi,144.75,14,1
5620,7/21/2024 9:28,Buraidah,Indian Cuisine,259.55,14,4
5621,1/13/2024 11:54,Abha,Pizzeria,401.41,8,3
5622,10/15/2022 8:38,Buraidah,Indian Cuisine,376.28,16,2
5623,8/31/2024 22:01,Jeddah,Coffee,460.32,14,2
5624,1/3/2025 4:31,Dammam,Vegetarian/Vegan,215.17,15,3
5625,3/29/2022 12:30,Riyadh,Seafood,731.19,17,2
5626,12/29/2022 4:09,Jeddah,Italian Cuisine,503.80,8,3
5627,10/21/2024 13:06,Khobar,Italian Cuisine,434.23,12,3
5628,1/6/2024 3:21,Tabuk,Sushi,59.18,19,1
5629,8/1/2024 2:36,Jeddah,Coffee,122.76,8,1
5630,11/4/2022 10:06,Mecca,Indian Cuisine,432.93,11,3
5631,2/22/2023 22:26,Abha,Indian Cuisine,218.83,13,4
5632,9/4/2023 13:37,Abha,Indian Cuisine,710.56,19,1
5633,3/30/2022 2:06,Jeddah,Coffee,275.37,17,3
5634,10/19/2024 10:59,Mecca,Barbecue,391.16,6,2
5635,3/12/2022 4:37,Mecca,Sushi,629.16,7,1
5636,1/29/2025 8:56,Abha,Burger,283.48,12,1
5637,8/6/2022 8:56,Buraidah,Vegetarian/Vegan,315.10,5,3
5638,2/22/2024 7:27,Buraidah,Barbecue,321.81,12,4
5639,10/17/2024 10:18,Tabuk,Pizzeria,461.61,17,1
5640,9/16/2023 10:03,Dammam,Seafood,590.29,18,2
5641,2/11/2022 9:23,Jeddah,Indian Cuisine,705.27,15,3
5642,3/14/2022 15:02,Hail,Vegetarian/Vegan,508.61,15,1
5643,9/15/2023 16:58,Khobar,Burger,483.50,15,4
5644,5/8/2024 20:34,Khobar,Sweets,224.26,5,5
5645,8/12/2023 4:58,Jeddah,Burger,796.38,7,3
5646,6/5/2022 22:57,Buraidah,Sushi,124.54,10,3
5647,4/3/2022 17:39,Mecca,Fast Food,165.70,18,2
5648,11/25/2024 15:19,Jeddah,Bakeries,711.13,9,4
5649,4/19/2024 22:01,Medina,Burger,785.90,14,2
5650,1/30/2025 0:21,Medina,Seafood,192.00,12,3
5651,1/10/2025 8:19,Buraidah,Fast Food,530.42,5,2
5652,1/5/2023 1:42,Buraidah,Seafood,516.54,16,3
5653,4/15/2023 22:08,Hail,Indian Cuisine,317.12,9,5
5654,3/14/2024 21:55,Medina,Seafood,484.83,7,1
5655,10/21/2022 7:32,Khobar,Fast Food,347.69,5,3
5656,1/15/2024 15:06,Abha,Seafood,610.54,13,2
5657,12/25/2024 12:37,Jeddah,Vegetarian/Vegan,294.32,8,3
5658,10/12/2024 12:59,Abha,Coffee,408.95,9,2
5659,6/3/2024 7:32,Mecca,Italian Cuisine,525.57,6,2
5660,5/1/2023 21:18,Hail,Burger,370.92,5,2
5661,10/1/2023 4:43,Khobar,Seafood,190.85,16,3
5662,7/30/2023 16:39,Medina,Burger,538.00,6,4
5663,3/18/2022 17:57,Hail,Indian Cuisine,661.66,19,1
5664,2/2/2022 7:22,Dammam,Sushi,158.34,16,4
5665,12/5/2024 15:18,Riyadh,Sweets,71.80,6,5
5666,12/29/2024 3:44,Tabuk,Seafood,86.61,17,1
5667,12/19/2022 10:50,Dammam,Barbecue,672.46,17,1
5668,2/22/2024 18:02,Riyadh,Barbecue,187.70,20,2
5669,9/6/2022 0:09,Medina,Sweets,780.71,6,5
5670,10/24/2022 21:43,Medina,Seafood,582.50,11,2
5671,5/24/2024 7:34,Abha,Bakeries,777.81,17,3
5672,8/5/2023 5:50,Dammam,Fast Food,687.90,18,5
5673,11/18/2024 18:58,Mecca,Fast Food,760.91,11,2
5674,2/23/2022 21:16,Dammam,Sushi,713.46,4,3
5675,7/28/2022 20:18,Khobar,Indian Cuisine,686.59,9,2
5676,10/31/2022 14:26,Buraidah,Vegetarian/Vegan,702.77,13,4
5677,5/21/2022 13:16,Medina,Vegetarian/Vegan,157.19,13,4
5678,8/18/2023 7:44,Riyadh,Italian Cuisine,38.48,10,4
5679,11/20/2024 0:51,Buraidah,Burger,575.79,12,2
5680,12/12/2023 8:58,Jeddah,Fast Food,276.30,8,4
5681,4/16/2024 12:57,Abha,Barbecue,291.83,19,3
5682,1/9/2022 9:05,Hail,Italian Cuisine,454.82,13,4
5683,12/16/2024 5:48,Tabuk,Sushi,709.32,7,3
5684,3/15/2023 8:08,Khobar,Bakeries,363.91,19,5
5685,10/6/2023 13:25,Riyadh,Pizzeria,310.09,4,2
5686,4/27/2022 7:58,Dammam,Fast Food,313.95,9,2
5687,3/21/2023 3:27,Hail,Coffee,230.43,14,3
5688,2/1/2022 19:53,Jeddah,Coffee,621.92,14,2
5689,4/14/2022 4:37,Medina,Coffee,441.76,17,3
5690,2/3/2024 16:27,Medina,Vegetarian/Vegan,282.00,17,4
5691,11/2/2022 21:20,Abha,Bakeries,257.71,10,1
5692,4/18/2023 19:02,Buraidah,Italian Cuisine,217.73,15,4
5693,12/26/2022 0:59,Mecca,Seafood,349.78,9,2
5694,7/16/2022 21:30,Medina,Italian Cuisine,425.68,17,3
5695,5/23/2024 10:15,Riyadh,Vegetarian/Vegan,322.27,20,4
5696,8/15/2022 3:28,Medina,Coffee,363.84,18,5
5697,7/17/2022 14:06,Buraidah,Pizzeria,316.40,6,2
5698,1/2/2024 14:18,Hail,Coffee,369.67,10,3
5699,3/5/2024 8:13,Jeddah,Indian Cuisine,794.94,14,3
5700,11/26/2022 1:49,Hail,Fast Food,97.01,13,2
5701,9/9/2023 8:32,Khobar,Barbecue,44.68,7,4
5702,6/30/2022 2:10,Riyadh,Seafood,716.72,10,2
5703,4/1/2023 6:59,Khobar,Sushi,374.59,11,3
5704,11/25/2023 18:43,Abha,Sweets,463.31,12,3
5705,8/7/2022 5:36,Abha,Indian Cuisine,250.58,9,1
5706,9/3/2022 15:06,Khobar,Seafood,312.32,16,1
5707,11/5/2024 11:27,Jeddah,Italian Cuisine,645.16,19,4
5708,1/16/2025 4:15,Tabuk,Sweets,504.76,15,4
5709,12/21/2022 3:23,Riyadh,Seafood,458.84,7,2
5710,7/9/2023 4:11,Buraidah,Barbecue,375.24,11,1
5711,12/20/2023 11:50,Dammam,Burger,187.91,17,2
5712,5/31/2024 3:23,Abha,Seafood,270.46,6,3
5713,5/15/2022 10:39,Abha,Seafood,661.90,10,2
5714,3/24/2023 15:02,Medina,Vegetarian/Vegan,495.40,15,3
5715,1/7/2024 17:01,Buraidah,Sushi,74.87,19,2
5716,12/18/2022 17:20,Abha,Burger,256.27,13,2
5717,8/16/2024 4:09,Riyadh,Burger,492.91,12,3
5718,3/24/2024 0:58,Khobar,Bakeries,407.01,14,2
5719,10/5/2024 19:40,Jeddah,Coffee,786.35,7,5
5720,11/21/2024 20:09,Dammam,Vegetarian/Vegan,489.51,20,3
5721,7/9/2024 23:31,Jeddah,Burger,294.53,15,2
